pubchem_id,common_name,iupac_name,smile,inchi,has_sweet
7427,trehalose,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1",1
7469,4'-Hydroxyacetophenone,1-(4-hydroxyphenyl)ethanone,CC(=O)C1=CC=C(C=C1)O,"InChI=1S/C8H8O2/c1-6(9)7-2-4-8(10)5-3-7/h2-5,10H,1H3",1
7476,4'-Methoxyacetophenone,1-(4-methoxyphenyl)ethanone,CC(=O)C1=CC=C(C=C1)OC,"InChI=1S/C9H10O2/c1-7(10)8-3-5-9(11-2)6-4-8/h3-6H,1-2H3",1
7478,4-Methoxybenzoic Acid,4-methoxybenzoic acid,COC1=CC=C(C=C1)C(=O)O,"InChI=1S/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)",1
7501,Styrene,styrene,C=CC1=CC=CC=C1,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",1
7533,Cyclamic acid,cyclohexylsulfamic acid,C1CCC(CC1)NS(=O)(=O)O,"InChI=1S/C6H13NO3S/c8-11(9,10)7-6-4-2-1-3-5-6/h6-7H,1-5H2,(H,8,9,10)",1
7559,Methyl Phenylacetate,methyl 2-phenylacetate,COC(=O)CC1=CC=CC=C1,"InChI=1S/C9H10O2/c1-11-9(10)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3",1
7590,Ethyl Phenylacetate,ethyl 2-phenylacetate,CCOC(=O)CC1=CC=CC=C1,"InChI=1S/C10H12O2/c1-2-12-10(11)8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3",1
7600,102-19-2,3-methylbutyl 2-phenylacetate,CC(C)CCOC(=O)CC1=CC=CC=C1,"InChI=1S/C13H18O2/c1-11(2)8-9-15-13(14)10-12-6-4-3-5-7-12/h3-7,11H,8-10H2,1-2H3",1
7601,Phenethyl phenylacetate,2-phenylethyl 2-phenylacetate,C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,"InChI=1S/C16H16O2/c17-16(13-15-9-5-2-6-10-15)18-12-11-14-7-3-1-4-8-14/h1-10H,11-13H2",1
7633,Dmpec acetate,(2-methyl-4-phenylbutan-2-yl) acetate,CC(=O)OC(C)(C)CCC1=CC=CC=C1,"InChI=1S/C13H18O2/c1-11(14)15-13(2,3)10-9-12-7-5-4-6-8-12/h4-8H,9-10H2,1-3H3",1
7646,Benzyl isobutyrate,benzyl 2-methylpropanoate,CC(C)C(=O)OCC1=CC=CC=C1,"InChI=1S/C11H14O2/c1-9(2)11(12)13-8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",1
7651,Benzyl isovalerate,benzyl 3-methylbutanoate,CC(C)CC(=O)OCC1=CC=CC=C1,"InChI=1S/C12H16O2/c1-10(2)8-12(13)14-9-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3",1
7654,Phenethyl acetate,2-phenylethyl acetate,CC(=O)OCCC1=CC=CC=C1,"InChI=1S/C10H12O2/c1-9(11)12-8-7-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3",1
7657,Benzyl ether,phenylmethoxymethylbenzene,C1=CC=C(C=C1)COCC2=CC=CC=C2,"InChI=1S/C14H14O/c1-3-7-13(8-4-1)11-15-12-14-9-5-2-6-10-14/h1-10H,11-12H2",1
7658,Phenethyl butyrate,2-phenylethyl butanoate,CCCC(=O)OCCC1=CC=CC=C1,"InChI=1S/C12H16O2/c1-2-6-12(13)14-10-9-11-7-4-3-5-8-11/h3-5,7-8H,2,6,9-10H2,1H3",1
7662,3-Phenylpropyl isobutyrate,3-phenylpropyl 2-methylpropanoate,CC(C)C(=O)OCCCC1=CC=CC=C1,"InChI=1S/C13H18O2/c1-11(2)13(14)15-10-6-9-12-7-4-3-5-8-12/h3-5,7-8,11H,6,9-10H2,1-2H3",1
7695,4-Methoxybenzyl acetate,(4-methoxyphenyl)methyl acetate,CC(=O)OCC1=CC=C(C=C1)OC,"InChI=1S/C10H12O3/c1-8(11)13-7-9-3-5-10(12-2)6-4-9/h3-6H,7H2,1-2H3",1
7702,4-Propylanisole,1-methoxy-4-propylbenzene,CCCC1=CC=C(C=C1)OC,"InChI=1S/C10H14O/c1-3-4-9-5-7-10(11-2)8-6-9/h5-8H,3-4H2,1-2H3",1
7704,104-50-7,5-butyloxolan-2-one,CCCCC1CCC(=O)O1,"InChI=1S/C8H14O2/c1-2-3-4-7-5-6-8(9)10-7/h7H,2-6H2,1H3",1
7710,gamma-Nonanolactone,5-pentyloxolan-2-one,CCCCCC1CCC(=O)O1,"InChI=1S/C9H16O2/c1-2-3-4-5-8-6-7-9(10)11-8/h8H,2-7H2,1H3",1
7720,2-Ethylhexan-1-ol,2-ethylhexan-1-ol,CCCCC(CC)CO,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",1
7733,Isobutyl furfurylacetate,2-methylpropyl 3-(furan-2-yl)propanoate,CC(C)COC(=O)CCC1=CC=CO1,"InChI=1S/C11H16O3/c1-9(2)8-14-11(12)6-5-10-4-3-7-13-10/h3-4,7,9H,5-6,8H2,1-2H3",1
7738,4-Methoxybenzyl Alcohol,(4-methoxyphenyl)methanol,COC1=CC=C(C=C1)CO,"InChI=1S/C8H10O2/c1-10-8-4-2-7(6-9)3-5-8/h2-5,9H,6H2,1H3",1
7742,gamma-Heptalactone,5-propyloxolan-2-one,CCCC1CCC(=O)O1,"InChI=1S/C7H12O2/c1-2-3-6-4-5-7(8)9-6/h6H,2-5H2,1H3",1
7749,Ethyl Propionate,ethyl propanoate,CCC(=O)OCC,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3",1
7761,Diethyl Malonate,diethyl propanedioate,CCOC(=O)CC(=O)OCC,"InChI=1S/C7H12O4/c1-3-10-6(8)5-7(9)11-4-2/h3-5H2,1-2H3",1
7765,Acetal,"1,1-diethoxyethane",CCOC(C)OCC,"InChI=1S/C6H14O2/c1-4-7-6(3)8-5-2/h6H,4-5H2,1-3H3",1
7770,Propyl butyrate,propyl butanoate,CCCC(=O)OCCC,"InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",1
7772,Isoamyl propionate,3-methylbutyl propanoate,CCC(=O)OCCC(C)C,"InChI=1S/C8H16O2/c1-4-8(9)10-6-5-7(2)3/h7H,4-6H2,1-3H3",1
7775,Isobutyl hexanoate,2-methylpropyl hexanoate,CCCCCC(=O)OCC(C)C,"InChI=1S/C10H20O2/c1-4-5-6-7-10(11)12-8-9(2)3/h9H,4-8H2,1-3H3",1
7794,Citronellal,"3,7-dimethyloct-6-enal",CC(CCC=C(C)C)CC=O,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,8,10H,4,6-7H2,1-3H3",1
7799,Ethyl Octanoate,ethyl octanoate,CCCCCCCC(=O)OCC,"InChI=1S/C10H20O2/c1-3-5-6-7-8-9-10(11)12-4-2/h3-9H2,1-2H3",1
7800,Ethyl dodecanoate,ethyl dodecanoate,CCCCCCCCCCCC(=O)OCC,"InChI=1S/C14H28O2/c1-3-5-6-7-8-9-10-11-12-13-14(15)16-4-2/h3-13H2,1-2H3",1
7803,Propyl Propionate,propyl propanoate,CCCOC(=O)CC,"InChI=1S/C6H12O2/c1-3-5-8-6(7)4-2/h3-5H2,1-2H3",1
7820,Dimethyl Succinate,dimethyl butanedioate,COC(=O)CCC(=O)OC,"InChI=1S/C6H10O4/c1-9-5(7)3-4-6(8)10-2/h3-4H2,1-2H3",1
7823,"1,2,6-Hexanetriol","hexane-1,2,6-triol",C(CCO)CC(CO)O,"InChI=1S/C6H14O3/c7-4-2-1-3-6(9)5-8/h6-9H,1-5H2",1
7824,Methyl Hexanoate,methyl hexanoate,CCCCCC(=O)OC,"InChI=1S/C7H14O2/c1-3-4-5-6-7(8)9-2/h3-6H2,1-2H3",1
7826,Methyl Heptanoate,methyl heptanoate,CCCCCCC(=O)OC,"InChI=1S/C8H16O2/c1-3-4-5-6-7-8(9)10-2/h3-7H2,1-2H3",1
7848,1-Propanethiol,propane-1-thiol,CCCS,"InChI=1S/C3H8S/c1-2-3-4/h4H,2-3H2,1H3",1
7888,Hydroxycitronellal,"7-hydroxy-3,7-dimethyloctanal",CC(CCCC(C)(C)O)CC=O,"InChI=1S/C10H20O2/c1-9(6-8-11)5-4-7-10(2,3)12/h8-9,12H,4-7H2,1-3H3",1
7895,2-Pentanone,pentan-2-one,CCCC(=O)C,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",1
7915,Isopropyl Acetate,propan-2-yl acetate,CC(C)OC(=O)C,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",1
7916,Isopropenyl acetate,prop-1-en-2-yl acetate,CC(=C)OC(=O)C,"InChI=1S/C5H8O2/c1-4(2)7-5(3)6/h1H2,2-3H3",1
7921,gamma-Valerolactone,5-methyloxolan-2-one,CC1CCC(=O)O1,"InChI=1S/C5H8O2/c1-4-2-3-5(6)7-4/h4H,2-3H2,1H3",1
7945,Ethyl Isovalerate,ethyl 3-methylbutanoate,CCOC(=O)CC(C)C,"InChI=1S/C7H14O2/c1-4-9-7(8)5-6(2)3/h6H,4-5H2,1-3H3",1
7981,Butyl Isovalerate,butyl 3-methylbutanoate,CCCCOC(=O)CC(C)C,"InChI=1S/C9H18O2/c1-4-5-6-11-9(10)7-8(2)3/h8H,4-7H2,1-3H3",1
7983,Butyl butyrate,butyl butanoate,CCCCOC(=O)CCC,"InChI=1S/C8H16O2/c1-3-5-7-10-8(9)6-4-2/h3-7H2,1-2H3",1
8027,Pyrrole,1H-pyrrole,C1=CNC=C1,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,1
8038,Isobutyl Acetate,2-methylpropyl acetate,CC(C)COC(=O)C,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",1
8048,Ethyl Decanoate,ethyl decanoate,CCCCCCCCCC(=O)OCC,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",1
8051,2-Heptanone,heptan-2-one,CCCCCC(=O)C,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",1
8073,Propyl Formate,propyl formate,CCCOC=O,"InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3",1
8082,Piperidine,piperidine,C1CCNCC1,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",1
8091,Methyl octanoate,methyl octanoate,CCCCCCCC(=O)OC,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",1
8103,1-Hexanol,hexan-1-ol,CCCCCCO,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",1
8129,1-Heptanol,heptan-1-ol,CCCCCCCO,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",1
8174,1-Decanol,decan-1-ol,CCCCCCCCCCO,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",1
8175,Decanal,decanal,CCCCCCCCCC=O,"InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3",1
8186,Undecanal,undecanal,CCCCCCCCCCC=O,"InChI=1S/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h11H,2-10H2,1H3",1
8205,Dodecyl Acetate,dodecyl acetate,CCCCCCCCCCCCOC(=O)C,"InChI=1S/C14H28O2/c1-3-4-5-6-7-8-9-10-11-12-13-16-14(2)15/h3-13H2,1-2H3",1
8294,Linalyl Acetate,"3,7-dimethylocta-1,6-dien-3-yl acetate",CC(=CCCC(C)(C=C)OC(=O)C)C,"InChI=1S/C12H20O2/c1-6-12(5,14-11(4)13)9-7-8-10(2)3/h6,8H,1,7,9H2,2-5H3",1
8299,Hydroxyacetone,1-hydroxypropan-2-one,CC(=O)CO,"InChI=1S/C3H6O2/c1-3(5)2-4/h4H,2H2,1H3",1
8347,Vetiveryl acetate,"(4,8-dimethyl-2-propan-2-ylidene-3,3a,4,5,6,8a-hexahydro-1H-azulen-6-yl) acetate",CC1CC(C=C(C2C1CC(=C(C)C)C2)C)OC(=O)C,"InChI=1S/C17H26O2/c1-10(2)14-8-16-11(3)6-15(19-13(5)18)7-12(4)17(16)9-14/h6,12,15-17H,7-9H2,1-5H3",1
8361,Phenyl salicylate,phenyl 2-hydroxybenzoate,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,"InChI=1S/C13H10O3/c14-12-9-5-4-8-11(12)13(15)16-10-6-2-1-3-7-10/h1-9,14H",1
8363,Benzyl Salicylate,benzyl 2-hydroxybenzoate,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,"InChI=1S/C14H12O3/c15-13-9-5-4-8-12(13)14(16)17-10-11-6-2-1-3-7-11/h1-9,15H,10H2",1
8365,Ethyl salicylate,ethyl 2-hydroxybenzoate,CCOC(=O)C1=CC=CC=C1O,"InChI=1S/C9H10O3/c1-2-12-9(11)7-5-3-4-6-8(7)10/h3-6,10H,2H2,1H3",1
8369,Maltol,3-hydroxy-2-methylpyran-4-one,CC1=C(C(=O)C=CO1)O,"InChI=1S/C6H6O3/c1-4-6(8)5(7)2-3-9-4/h2-3,8H,1H3",1
8375,2'-Hydroxyacetophenone,1-(2-hydroxyphenyl)ethanone,CC(=O)C1=CC=CC=C1O,"InChI=1S/C8H8O2/c1-6(9)7-4-2-3-5-8(7)10/h2-5,10H,1H3",1
8405,Isoquinoline,isoquinoline,C1=CC=C2C=NC=CC2=C1,InChI=1S/C9H7N/c1-2-4-9-7-10-6-5-8(9)3-1/h1-7H,1
8419,"3,4-Dimethoxybenzaldehyde","3,4-dimethoxybenzaldehyde",COC1=C(C=C(C=C1)C=O)OC,"InChI=1S/C9H10O3/c1-11-8-4-3-7(6-10)5-9(8)12-2/h3-6H,1-2H3",1
8432,1-Phenylethyl propionate,1-phenylethyl propanoate,CCC(=O)OC(C)C1=CC=CC=C1,"InChI=1S/C11H14O2/c1-3-11(12)13-9(2)10-7-5-4-6-8-10/h4-9H,3H2,1-2H3",1
8438,Piperonal,"1,3-benzodioxole-5-carbaldehyde",C1OC2=C(O1)C=C(C=C2)C=O,"InChI=1S/C8H6O3/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-4H,5H2",1
8467,3-Ethoxy-4-hydroxybenzaldehyde,3-ethoxy-4-hydroxybenzaldehyde,CCOC1=C(C=CC(=C1)C=O)O,"InChI=1S/C9H10O3/c1-2-12-9-5-7(6-10)3-4-8(9)11/h3-6,11H,2H2,1H3",1
8468,Vanillic acid,4-hydroxy-3-methoxybenzoic acid,COC1=C(C=CC(=C1)C(=O)O)O,"InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)",1
8469,Ethyl 3-phenylglycidate,ethyl 3-phenyloxirane-2-carboxylate,CCOC(=O)C1C(O1)C2=CC=CC=C2,"InChI=1S/C11H12O3/c1-2-13-11(12)10-9(14-10)8-6-4-3-5-7-8/h3-7,9-10H,2H2,1H3",1
8499,Methyl 4-Methoxybenzoate,methyl 4-methoxybenzoate,COC1=CC=C(C=C1)C(=O)OC,"InChI=1S/C9H10O3/c1-11-8-5-3-7(4-6-8)9(10)12-2/h3-6H,1-2H3",1
8500,4'-Methylacetophenone,1-(4-methylphenyl)ethanone,CC1=CC=C(C=C1)C(=O)C,"InChI=1S/C9H10O/c1-7-3-5-9(6-4-7)8(2)10/h3-6H,1-2H3",1
8615,Phenethyl Anthranilate,2-phenylethyl 2-aminobenzoate,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,"InChI=1S/C15H15NO2/c16-14-9-5-4-8-13(14)15(17)18-11-10-12-6-2-1-3-7-12/h1-9H,10-11,16H2",1
8655,Syringaldehyde,"4-hydroxy-3,5-dimethoxybenzaldehyde",COC1=CC(=CC(=C1O)OC)C=O,"InChI=1S/C9H10O4/c1-12-7-3-6(5-10)4-8(13-2)9(7)11/h3-5,11H,1-2H3",1
8658,2-Methoxybenzaldehyde,2-methoxybenzaldehyde,COC1=CC=CC=C1C=O,"InChI=1S/C8H8O2/c1-10-8-5-3-2-4-7(8)6-9/h2-6H,1H3",1
8752,Calcium Cyclamate,calcium;N-cyclohexylsulfamate,C1CCC(CC1)NS(=O)(=O)[O-].C1CCC(CC1)NS(=O)(=O)[O-].[Ca+2],"InChI=1S/2C6H13NO3S.Ca/c2*8-11(9,10)7-6-4-2-1-3-5-6;/h2*6-7H,1-5H2,(H,8,9,10);/q;;+2/p-2",1
8767,Citronellyl phenylacetate,"3,7-dimethyloct-6-enyl 2-phenylacetate",CC(CCC=C(C)C)CCOC(=O)CC1=CC=CC=C1,"InChI=1S/C18H26O2/c1-15(2)8-7-9-16(3)12-13-20-18(19)14-17-10-5-4-6-11-17/h4-6,8,10-11,16H,7,9,12-14H2,1-3H3",1
8785,Benzyl Acetate,benzyl acetate,CC(=O)OCC1=CC=CC=C1,"InChI=1S/C9H10O2/c1-8(10)11-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3",1
8792,Phenylethyl isovalerate,2-phenylethyl 3-methylbutanoate,CC(C)CC(=O)OCCC1=CC=CC=C1,"InChI=1S/C13H18O2/c1-11(2)10-13(14)15-9-8-12-6-4-3-5-7-12/h3-7,11H,8-10H2,1-2H3",1
8804,Suosan,3-[(4-nitrophenyl)carbamoylamino]propanoic acid,C1=CC(=CC=C1NC(=O)NCCC(=O)O)[N+](=O)[O-],"InChI=1S/C10H11N3O5/c14-9(15)5-6-11-10(16)12-7-1-3-8(4-2-7)13(17)18/h1-4H,5-6H2,(H,14,15)(H2,11,12,16)",1
8815,Estragole,1-methoxy-4-prop-2-enylbenzene,COC1=CC=C(C=C1)CC=C,"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3,5-8H,1,4H2,2H3",1
8835,Citronellyl butyrate,"3,7-dimethyloct-6-enyl butanoate",CCCC(=O)OCCC(C)CCC=C(C)C,"InChI=1S/C14H26O2/c1-5-7-14(15)16-11-10-13(4)9-6-8-12(2)3/h8,13H,5-7,9-11H2,1-4H3",1
8857,Ethyl Acetate,ethyl acetate,CCOC(=O)C,"InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",1
8858,Mesityl Oxide,4-methylpent-3-en-2-one,CC(=CC(=O)C)C,"InChI=1S/C6H10O/c1-5(2)4-6(3)7/h4H,1-3H3",1
8878,Allyl heptanoate,prop-2-enyl heptanoate,CCCCCCC(=O)OCC=C,"InChI=1S/C10H18O2/c1-3-5-6-7-8-10(11)12-9-4-2/h4H,2-3,5-9H2,1H3",1
8900,Heptane,heptane,CCCCCCC,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",1
8908,Hexyl acetate,hexyl acetate,CCCCCCOC(=O)C,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",1
8918,Nonyl Acetate,nonyl acetate,CCCCCCCCCOC(=O)C,"InChI=1S/C11H22O2/c1-3-4-5-6-7-8-9-10-13-11(2)12/h3-10H2,1-2H3",1
8973,3-O-Methyl-d-glucose,"(2R,3S,4R,5R)-2,4,5,6-tetrahydroxy-3-methoxyhexanal",COC(C(C=O)O)C(C(CO)O)O,"InChI=1S/C7H14O6/c1-13-7(5(11)3-9)6(12)4(10)2-8/h3-8,10-12H,2H2,1H3/t4-,5+,6-,7-/m1/s1",1
8988,D-proline,(2R)-pyrrolidine-2-carboxylic acid,C1CC(NC1)C(=O)O,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m1/s1",1
8998,"Butane-1,2,3,4-tetrol","butane-1,2,3,4-tetrol",C(C(C(CO)O)O)O,"InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2",1
9013,Dulcin,(4-ethoxyphenyl)urea,CCOC1=CC=C(C=C1)NC(=O)N,"InChI=1S/C9H12N2O2/c1-2-13-8-5-3-7(4-6-8)11-9(10)12/h3-6H,2H2,1H3,(H3,10,11,12)",1
9016,"1,4-Dimethoxybenzene","1,4-dimethoxybenzene",COC1=CC=C(C=C1)OC,"InChI=1S/C8H10O2/c1-9-7-3-5-8(10-2)6-4-7/h3-6H,1-2H3",1
9024,Dimethylbenzylcarbinyl acetate,(2-methyl-1-phenylpropan-2-yl) acetate,CC(=O)OC(C)(C)CC1=CC=CC=C1,"InChI=1S/C12H16O2/c1-10(13)14-12(2,3)9-11-7-5-4-6-8-11/h4-8H,9H2,1-3H3",1
9060,D-Tryptophan,(2R)-2-amino-3-(1H-indol-3-yl)propanoic acid,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m1/s1",1
9062,2-Desoxy-D-glucose,"(2S,4R,5S,6R)-6-(hydroxymethyl)oxane-2,4,5-triol",C1C(C(C(OC1O)CO)O)O,"InChI=1S/C6H12O5/c7-2-4-6(10)3(8)1-5(9)11-4/h3-10H,1-2H2/t3-,4-,5+,6+/m1/s1",1
9317,Lead diacetate,lead(2+);diacetate,CC(=O)[O-].CC(=O)[O-].[Pb+2],"InChI=1S/2C2H4O2.Pb/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2",1
9473,Piperonyl Acetate,"1,3-benzodioxol-5-ylmethyl acetate",CC(=O)OCC1=CC2=C(C=C1)OCO2,"InChI=1S/C10H10O4/c1-7(11)12-5-8-2-3-9-10(4-8)14-6-13-9/h2-4H,5-6H2,1H3",1
9589,3-Acetylpyridine,1-pyridin-3-ylethanone,CC(=O)C1=CN=CC=C1,"InChI=1S/C7H7NO/c1-6(9)7-3-2-4-8-5-7/h2-5H,1H3",1
9895,beta-Cyclocitral,"2,6,6-trimethylcyclohexene-1-carbaldehyde",CC1=C(C(CCC1)(C)C)C=O,"InChI=1S/C10H16O/c1-8-5-4-6-10(2,3)9(8)7-11/h7H,4-6H2,1-3H3",1
10353,p-MENTHAN-8-OL,2-(4-methylcyclohexyl)propan-2-ol,CC1CCC(CC1)C(C)(C)O,"InChI=1S/C10H20O/c1-8-4-6-9(7-5-8)10(2,3)11/h8-9,11H,4-7H2,1-3H3",1
10357,Isomaltose,"(2R,3R,4S,5S,6R)-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol",C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12+/m1/s1",1
10393,2-(4-Hydroxyphenyl)ethanol,4-(2-hydroxyethyl)phenol,C1=CC(=CC=C1CCO)O,"InChI=1S/C8H10O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,9-10H,5-6H2",1
10448,3-methylthiopropanol,3-methylsulfanylpropan-1-ol,CSCCCO,"InChI=1S/C4H10OS/c1-6-4-2-3-5/h5H,2-4H2,1H3",1
10542,D-Raffinose,"(3R,4S,5R,6R)-2-[[(2R,3S,4S,5R)-6-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,"InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8+,9-,10-,11+,12+,13-,14-,15+,16?,17?,18+/m1/s1",1
10582,Myrtenol,"(6,6-dimethyl-4-bicyclo[3.1.1]hept-3-enyl)methanol",CC1(C2CC=C(C1C2)CO)C,"InChI=1S/C10H16O/c1-10(2)8-4-3-7(6-11)9(10)5-8/h3,8-9,11H,4-6H2,1-2H3",1
10690,gluconic acid,"(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoic acid",C(C(C(C(C(C(=O)O)O)O)O)O)O,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3-,4+,5-/m1/s1",1
10712,cellobiose,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12+/m1/s1",1
10748,7-Methoxycoumarin,7-methoxychromen-2-one,COC1=CC2=C(C=C1)C=CC(=O)O2,"InChI=1S/C10H8O3/c1-12-8-4-2-7-3-5-10(11)13-9(7)6-8/h2-6H,1H3",1
10778,o-Tolyl acetate,(2-methylphenyl) acetate,CC1=CC=CC=C1OC(=O)C,"InChI=1S/C9H10O2/c1-7-5-3-4-6-9(7)11-8(2)10/h3-6H,1-2H3",1
10795,"1,1-Dimethoxyethane","1,1-dimethoxyethane",CC(OC)OC,"InChI=1S/C4H10O2/c1-4(5-2)6-3/h4H,1-3H3",1
10817,1-(4-Methylphenyl)ethanol,1-(4-methylphenyl)ethanol,CC1=CC=C(C=C1)C(C)O,"InChI=1S/C9H12O/c1-7-3-5-9(6-4-7)8(2)10/h3-6,8,10H,1-2H3",1
10882,Ethyl pentanoate,ethyl pentanoate,CCCCC(=O)OCC,"InChI=1S/C7H14O2/c1-3-5-6-7(8)9-4-2/h3-6H2,1-2H3",1
10883,Ethyl Levulinate,ethyl 4-oxopentanoate,CCOC(=O)CCC(=O)C,"InChI=1S/C7H12O3/c1-3-10-7(9)5-4-6(2)8/h3-5H2,1-2H3",1
10885,Isobutyl butyrate,2-methylpropyl butanoate,CCCC(=O)OCC(C)C,"InChI=1S/C8H16O2/c1-4-5-8(9)10-6-7(2)3/h7H,4-6H2,1-3H3",1
10886,Pentyl Hexanoate,pentyl hexanoate,CCCCCC(=O)OCCCCC,"InChI=1S/C11H22O2/c1-3-5-7-9-11(12)13-10-8-6-4-2/h3-10H2,1-2H3",1
10890,Pentyl Butyrate,pentyl butanoate,CCCCCOC(=O)CCC,"InChI=1S/C9H18O2/c1-3-5-6-8-11-9(10)7-4-2/h3-8H2,1-2H3",1
10895,Isobutyl propionate,2-methylpropyl propanoate,CCC(=O)OCC(C)C,"InChI=1S/C7H14O2/c1-4-7(8)9-5-6(2)3/h6H,4-5H2,1-3H3",1
